"Gene name","Ensembl ID","Gene description","Contains canonical RBD","Pfam ID","Protein domains","Pfam Description"
"U2AF1L4","ENSG00000161265","U2 small nuclear RNA auxiliary factor 1 like 4 [Source:HGNC Symbol;Acc:HGNC:23020]",1,"PF00076|PF00642","RRM_1|zf-CCCH","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"U2AF2","ENSG00000063244","U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:23156]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"U2SURP","ENSG00000163714","U2 snRNP associated SURP domain containing [Source:HGNC Symbol;Acc:HGNC:30855]",1,"PF00076|PF08312|PF01805","RRM_1|cwf21|Surp","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|cwf21 domain|Surp module"
"UBR5","ENSG00000104517","ubiquitin protein ligase E3 component n-recognin 5 [Source:HGNC Symbol;Acc:HGNC:16806]",1,"PF00632|PF11547|PF00658","HECT|E3_UbLigase_EDD|PABP","HECT-domain (ubiquitin-transferase)|E3 ubiquitin ligase EDD|Poly-adenylate binding protein, unique domain"
"UHMK1","ENSG00000152332","U2AF homology motif kinase 1 [Source:HGNC Symbol;Acc:HGNC:19683]",1,"PF00076|PF00069","RRM_1|Pkinase","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Protein kinase domain"
"UNK","ENSG00000132478","unkempt family zinc finger [Source:HGNC Symbol;Acc:HGNC:29369]",1,"PF00642","zf-CCCH","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"UNKL","ENSG00000059145","unkempt family like zinc finger [Source:HGNC Symbol;Acc:HGNC:14184]",1,"PF13920|PF00642","zf-C3HC4_3|zf-CCCH","Zinc finger, C3HC4 type (RING finger)|Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"UPF1","ENSG00000005007","UPF1, RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962]",1,"PF13245|PF13087|PF13086|PF09416","AAA_19|AAA_12|AAA_11|UPF1_Zn_bind","Part of AAA domain|AAA domain|RNA helicase (UPF2 interacting domain)"
"UPF2","ENSG00000151461","UPF2 regulator of nonsense transcripts homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:17854]",1,"PF04050|PF02854","Upf2|MIF4G","Up-frameshift suppressor 2|MIF4G domain"
"UTP15","ENSG00000164338","UTP15, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:25758]",1,"PF00400|PF09384","WD40","WD domain, G-beta repeat"
"UTP18","ENSG00000011260","UTP18, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24274]",1,"PF00400","WD40","WD domain, G-beta repeat"
"UTP4","ENSG00000141076|ENSG00000262788","UTP4, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:1983]",1,"PF00400|PF12894","WD40|ANAPC4_WD40","WD domain, G-beta repeat|Anaphase-promoting complex subunit 4 WD40 domain"
"WARS","ENSG00000140105","tryptophanyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:12729]",1,"PF00579|PF00458","tRNA-synt_1b|WHEP-TRS","tRNA synthetases class I (W and Y)|WHEP-TRS domain"
"WARS2","ENSG00000116874","tryptophanyl tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12730]",1,"PF00579","tRNA-synt_1b","tRNA synthetases class I (W and Y)"
"WDHD1","ENSG00000198554","WD repeat and HMG-box DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:23170]",1,"PF12341|PF00400|PF12894","Mcl1_mid|WD40|ANAPC4_WD40","Minichromosome loss protein, Mcl1, middle region|WD domain, G-beta repeat|Anaphase-promoting complex subunit 4 WD40 domain"
"WDR1","ENSG00000071127","WD repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12754]",1,"PF00400","WD40","WD domain, G-beta repeat"
"WDR12","ENSG00000138442","WD repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:14098]",1,"PF08154|PF00400","NLE|WD40","NLE (NUC135) domain|WD domain, G-beta repeat"
"WDR18","ENSG00000065268","WD repeat domain 18 [Source:HGNC Symbol;Acc:HGNC:17956]",1,"PF14077|PF00400","WD40","WD domain, G-beta repeat"
"WDR3","ENSG00000065183","WD repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12755]",1,"PF12894|PF04003|PF00400","ANAPC4_WD40|WD40","Anaphase-promoting complex subunit 4 WD40 domain|WD domain, G-beta repeat"
"WDR33","ENSG00000136709","WD repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:25651]",1,"PF00400","WD40","WD domain, G-beta repeat"
"WDR36","ENSG00000134987","WD repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:30696]",1,"PF12894|PF00400|PF04192","ANAPC4_WD40|WD40","Anaphase-promoting complex subunit 4 WD40 domain|WD domain, G-beta repeat"
"WDR4","ENSG00000160193","WD repeat domain 4 [Source:HGNC Symbol;Acc:HGNC:12756]",1,"PF00400","WD40","WD domain, G-beta repeat"
"WDR43","ENSG00000163811","WD repeat domain 43 [Source:HGNC Symbol;Acc:HGNC:28945]",1,"PF04003|PF00400","WD40","WD domain, G-beta repeat"
"WDR44","ENSG00000131725","WD repeat domain 44 [Source:HGNC Symbol;Acc:HGNC:30512]",1,"PF00400","WD40","WD domain, G-beta repeat"
"WDR5","ENSG00000196363","WD repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:12757]",1,"PF00400","WD40","WD domain, G-beta repeat"
"WDR6","ENSG00000178252","WD repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:12758]",1,"PF00400","WD40","WD domain, G-beta repeat"
"WDR61","ENSG00000140395","WD repeat domain 61 [Source:HGNC Symbol;Acc:HGNC:30300]",1,"PF00400|PF12894","WD40|ANAPC4_WD40","WD domain, G-beta repeat|Anaphase-promoting complex subunit 4 WD40 domain"
"WDR62","ENSG00000075702","WD repeat domain 62 [Source:HGNC Symbol;Acc:HGNC:24502]",1,"PF12894|PF00400","ANAPC4_WD40|WD40","Anaphase-promoting complex subunit 4 WD40 domain|WD domain, G-beta repeat"
"WDR70","ENSG00000082068","WD repeat domain 70 [Source:HGNC Symbol;Acc:HGNC:25495]",1,"PF00400","WD40","WD domain, G-beta repeat"
"WDR75","ENSG00000115368","WD repeat domain 75 [Source:HGNC Symbol;Acc:HGNC:25725]",1,"PF00400","WD40","WD domain, G-beta repeat"
"WDR77","ENSG00000116455","WD repeat domain 77 [Source:HGNC Symbol;Acc:HGNC:29652]",1,"PF00400","WD40","WD domain, G-beta repeat"
"WDR81","ENSG00000167716|ENSG00000276021","WD repeat domain 81 [Source:HGNC Symbol;Acc:HGNC:26600]",1,"PF00400|PF02138","WD40|Beach","WD domain, G-beta repeat|Beige/BEACH domain"
"WDR83","ENSG00000123154","WD repeat domain 83 [Source:HGNC Symbol;Acc:HGNC:32672]",1,"PF00400","WD40","WD domain, G-beta repeat"
"WRAP53","ENSG00000141499","WD repeat containing antisense to TP53 [Source:HGNC Symbol;Acc:HGNC:25522]",1,"PF00400","WD40","WD domain, G-beta repeat"
"XRCC6","ENSG00000196419","X-ray repair cross complementing 6 [Source:HGNC Symbol;Acc:HGNC:4055]",1,"PF02735|PF03730|PF02037|PF03731","Ku|Ku_C|SAP|Ku_N","Ku70/Ku80 beta-barrel domain|Ku70/Ku80 C-terminal arm|SAP domain|Ku70/Ku80 N-terminal alpha/beta domain"
"XRN1","ENSG00000114127","5'-3' exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:30654]",1,"PF03159","XRN_N","XRN 5'-3' exonuclease N-terminus"
"XRN2","ENSG00000088930","5'-3' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:12836]",1,"PF03159","XRN_N","XRN 5'-3' exonuclease N-terminus"
"YARS","ENSG00000134684","tyrosyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:12840]",1,"PF00579|PF01588","tRNA-synt_1b|tRNA_bind","tRNA synthetases class I (W and Y)|Putative tRNA binding domain"
"YARS2","ENSG00000139131","tyrosyl-tRNA synthetase 2 [Source:HGNC Symbol;Acc:HGNC:24249]",1,"PF00579","tRNA-synt_1b","tRNA synthetases class I (W and Y)"
"YBX1","ENSG00000065978","Y-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8014]",1,"PF00313","CSD","'Cold-shock' DNA-binding domain"
"YBX2","ENSG00000006047","Y-box binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17948]",1,"PF00313","CSD","'Cold-shock' DNA-binding domain"
"YBX3","ENSG00000060138","Y-box binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2428]",1,"PF00313","CSD","'Cold-shock' DNA-binding domain"
"YTHDC1","ENSG00000083896|ENSG00000275272","YTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30626]",1,"PF04146","YTH","YT521-B-like domain"
"YTHDC2","ENSG00000047188","YTH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24721]",1,"PF00270|PF04146|PF00271|PF04408|PF01424|PF07717","DEAD|YTH|Helicase_C|HA2|R3H|OB_NTP_bind","DEAD/DEAH box helicase|YT521-B-like domain|Helicase conserved C-terminal domain|Helicase associated domain (HA2)|R3H domain|Oligonucleotide/oligosaccharide-binding (OB)-fold"
"YTHDF1","ENSG00000149658","YTH N6-methyladenosine RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15867]",1,"PF04146","YTH","YT521-B-like domain"
"YTHDF2","ENSG00000198492","YTH N6-methyladenosine RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:31675]",1,"PF04146","YTH","YT521-B-like domain"
"YTHDF3","ENSG00000185728","YTH N6-methyladenosine RNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:26465]",1,"PF04146","YTH","YT521-B-like domain"
"ZC3H10","ENSG00000135482","zinc finger CCCH-type containing 10 [Source:HGNC Symbol;Acc:HGNC:25893]",1,"PF00642|PF14608","zf-CCCH|zf-CCCH_2","Zinc finger C-x8-C-x5-C-x3-H type (and similar)|RNA-binding, Nab2-type zinc finger"
"ZC3H13","ENSG00000123200","zinc finger CCCH-type containing 13 [Source:HGNC Symbol;Acc:HGNC:20368]",1,"PF00642","zf-CCCH","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"ZC3H15","ENSG00000065548","zinc finger CCCH-type containing 15 [Source:HGNC Symbol;Acc:HGNC:29528]",1,"PF16543|PF00642","DFRP_C|zf-CCCH","DRG Family Regulatory Proteins, Tma46|Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"ZC3H18","ENSG00000158545","zinc finger CCCH-type containing 18 [Source:HGNC Symbol;Acc:HGNC:25091]",1,"PF00642","zf-CCCH","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"ZC3H3","ENSG00000014164|ENSG00000282684","zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972]",1,"PF00642","zf-CCCH","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"ZC3H4","ENSG00000130749","zinc finger CCCH-type containing 4 [Source:HGNC Symbol;Acc:HGNC:17808]",1,"PF00642","zf-CCCH","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"ZC3H6","ENSG00000188177","zinc finger CCCH-type containing 6 [Source:HGNC Symbol;Acc:HGNC:24762]",1,"PF00642","zf-CCCH","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"ZC3H7A","ENSG00000122299","zinc finger CCCH-type containing 7A [Source:HGNC Symbol;Acc:HGNC:30959]",1,"PF00642","zf-CCCH","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"ZC3H7B","ENSG00000100403","zinc finger CCCH-type containing 7B [Source:HGNC Symbol;Acc:HGNC:30869]",1,"PF13181|PF00642","TPR_8|zf-CCCH","Tetratricopeptide repeat|Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"ZC3H8","ENSG00000144161","zinc finger CCCH-type containing 8 [Source:HGNC Symbol;Acc:HGNC:30941]",1,"PF00642|PF14608","zf-CCCH|zf-CCCH_2","Zinc finger C-x8-C-x5-C-x3-H type (and similar)|RNA-binding, Nab2-type zinc finger"
"ZCCHC11","ENSG00000134744","zinc finger CCHC-type containing 11 [Source:HGNC Symbol;Acc:HGNC:28981]",1,"PF01909|PF00098|PF03828","NTP_transf_2|zf-CCHC|PAP_assoc","Nucleotidyltransferase domain|Zinc knuckle|Cid1 family poly A polymerase"
"ZCCHC13","ENSG00000187969","zinc finger CCHC-type containing 13 [Source:HGNC Symbol;Acc:HGNC:31749]",1,"PF00098","zf-CCHC","Zinc knuckle"
"ZCCHC14","ENSG00000140948","zinc finger CCHC-type containing 14 [Source:HGNC Symbol;Acc:HGNC:24134]",1,"PF00098","zf-CCHC","Zinc knuckle"
"ZCCHC17","ENSG00000121766","zinc finger CCHC-type containing 17 [Source:HGNC Symbol;Acc:HGNC:30246]",1,"PF00575","S1","S1 RNA binding domain"
"ZCCHC2","ENSG00000141664","zinc finger CCHC-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22916]",1,"PF00098","zf-CCHC","Zinc knuckle"
"ZCCHC3","ENSG00000247315","zinc finger CCHC-type containing 3 [Source:HGNC Symbol;Acc:HGNC:16230]",1,"PF00098","zf-CCHC","Zinc knuckle"
"ZCCHC5","ENSG00000179300","zinc finger CCHC-type containing 5 [Source:HGNC Symbol;Acc:HGNC:22997]",1,"PF16297|PF00098","zf-CCHC","Zinc knuckle"
"ZCCHC6","ENSG00000083223","zinc finger CCHC-type containing 6 [Source:HGNC Symbol;Acc:HGNC:25817]",1,"PF00098|PF16631|PF01909|PF03828","zf-CCHC|NTP_transf_2|PAP_assoc","Zinc knuckle|Nucleotidyltransferase domain|Cid1 family poly A polymerase"
"ZCCHC7","ENSG00000147905","zinc finger CCHC-type containing 7 [Source:HGNC Symbol;Acc:HGNC:26209]",1,"PF00098","zf-CCHC","Zinc knuckle"
"ZCCHC8","ENSG00000033030","zinc finger CCHC-type containing 8 [Source:HGNC Symbol;Acc:HGNC:25265]",1,"PF04046|PF00098","zf-CCHC","Zinc knuckle"
"ZCCHC9","ENSG00000131732","zinc finger CCHC-type containing 9 [Source:HGNC Symbol;Acc:HGNC:25424]",1,"PF00098","zf-CCHC","Zinc knuckle"
"ZCRB1","ENSG00000139168","zinc finger CCHC-type and RNA binding motif containing 1 [Source:HGNC Symbol;Acc:HGNC:29620]",1,"PF00076|PF00098","RRM_1|zf-CCHC","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Zinc knuckle"
"ZFP36","ENSG00000128016","ZFP36 ring finger protein [Source:HGNC Symbol;Acc:HGNC:12862]",1,"PF00642","zf-CCCH","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"ZFP36L1","ENSG00000185650","ZFP36 ring finger protein like 1 [Source:HGNC Symbol;Acc:HGNC:1107]",1,"PF04553|PF00642","zf-CCCH","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"ZFP36L2","ENSG00000152518","ZFP36 ring finger protein like 2 [Source:HGNC Symbol;Acc:HGNC:1108]",1,"PF04553|PF00642","zf-CCCH","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"ZFR","ENSG00000056097","zinc finger RNA binding protein [Source:HGNC Symbol;Acc:HGNC:17277]",1,"PF07528|PF12874","DZF|zf-met","DZF domain|Zinc-finger of C2H2 type"
"ZFR2","ENSG00000105278","zinc finger RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29189]",1,"PF12874|PF07528","zf-met|DZF","Zinc-finger of C2H2 type|DZF domain"
"ZGPAT","ENSG00000197114","zinc finger CCCH-type and G-patch domain containing [Source:HGNC Symbol;Acc:HGNC:15948]",1,"PF01585",NA,NA
"ZMAT2","ENSG00000146007","zinc finger matrin-type 2 [Source:HGNC Symbol;Acc:HGNC:26433]",1,"PF12171","zf-C2H2_jaz","Zinc-finger double-stranded RNA-binding"
"ZMAT3","ENSG00000172667","zinc finger matrin-type 3 [Source:HGNC Symbol;Acc:HGNC:29983]",1,"PF12171|PF12874","zf-C2H2_jaz|zf-met","Zinc-finger double-stranded RNA-binding|Zinc-finger of C2H2 type"
"ZMAT5","ENSG00000100319","zinc finger matrin-type 5 [Source:HGNC Symbol;Acc:HGNC:28046]",1,"PF00642|PF06220","zf-CCCH|zf-U1","Zinc finger C-x8-C-x5-C-x3-H type (and similar)|U1 zinc finger"
"ZNF106","ENSG00000103994","zinc finger protein 106 [Source:HGNC Symbol;Acc:HGNC:12886]",1,"PF00400","WD40","WD domain, G-beta repeat"
"ZNF239","ENSG00000196793","zinc finger protein 239 [Source:HGNC Symbol;Acc:HGNC:13031]",1,"PF00096","zf-C2H2","Zinc finger, C2H2 type"
"ZNF346","ENSG00000113761","zinc finger protein 346 [Source:HGNC Symbol;Acc:HGNC:16403]",1,"PF12874","zf-met","Zinc-finger of C2H2 type"
"ZNF385A","ENSG00000161642","zinc finger protein 385A [Source:HGNC Symbol;Acc:HGNC:17521]",1,"PF12874","zf-met","Zinc-finger of C2H2 type"
"ZNF473","ENSG00000142528","zinc finger protein 473 [Source:HGNC Symbol;Acc:HGNC:23239]",1,"PF01352|PF13912|PF00096|PF13894","KRAB|zf-C2H2_6|zf-C2H2|zf-C2H2_4","KRAB box|C2H2-type zinc finger|Zinc finger, C2H2 type"
"ZNF593","ENSG00000142684","zinc finger protein 593 [Source:HGNC Symbol;Acc:HGNC:30943]",1,"PF12171","zf-C2H2_jaz","Zinc-finger double-stranded RNA-binding"
"ZNF622","ENSG00000173545","zinc finger protein 622 [Source:HGNC Symbol;Acc:HGNC:30958]",1,"PF12171|PF12756","zf-C2H2_jaz|zf-C2H2_2","Zinc-finger double-stranded RNA-binding|C2H2 type zinc-finger (2 copies)"
"ZNF638","ENSG00000075292","zinc finger protein 638 [Source:HGNC Symbol;Acc:HGNC:17894]",1,"PF00076|PF12171","RRM_1|zf-C2H2_jaz","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Zinc-finger double-stranded RNA-binding"
"ZNF668","ENSG00000167394","zinc finger protein 668 [Source:HGNC Symbol;Acc:HGNC:25821]",1,"PF13894|PF13912","zf-C2H2_4|zf-C2H2_6","C2H2-type zinc finger"
"ZNF74","ENSG00000185252","zinc finger protein 74 [Source:HGNC Symbol;Acc:HGNC:13144]",1,"PF01352|PF00096","KRAB|zf-C2H2","KRAB box|Zinc finger, C2H2 type"
"ZNF768","ENSG00000169957","zinc finger protein 768 [Source:HGNC Symbol;Acc:HGNC:26273]",1,"PF05001|PF00096","RNA_pol_Rpb1_R|zf-C2H2","RNA polymerase Rpb1 C-terminal repeat|Zinc finger, C2H2 type"
"ZNF771","ENSG00000179965","zinc finger protein 771 [Source:HGNC Symbol;Acc:HGNC:29653]",1,"PF13912|PF00096","zf-C2H2_6|zf-C2H2","C2H2-type zinc finger|Zinc finger, C2H2 type"
"ZRSR1","ENSG00000212643","zinc finger CCCH-type, RNA binding motif and serine/arginine rich 1 [Source:HGNC Symbol;Acc:HGNC:12456]",1,"PF00076|PF00642","RRM_1|zf-CCCH","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"ZRSR2","ENSG00000169249","zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2 [Source:HGNC Symbol;Acc:HGNC:23019]",1,"PF00076|PF00642","RRM_1|zf-CCCH","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
